LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
ENST00000444644	RP4-641G12.4	2308	2467.25436	chr1	+	79214757	79216344	Ensembl	1587
ENST00000503663	AC232323.1	2308	2467.25436	chr8	+	86758419	86788848	Ensembl	6705
ENST00000483867	RP11-145M9.3	2307	2466.18536	chr3	+	179182133	179183116	Ensembl	983
BX537510		2304	2462.97836	chr11	+	115509280	115517676	predicted	8419
AK125823		2302	2460.84035	chr4	-	155660355	155664087	predicted	3732
AK130255		2300	2458.70235	chr11	+	87429558	87432125	predicted	2569
uc001qtw.1	BC039122	2298	2456.56435	chr12	-	8232080	8234759	UCSC_kg	2679
AK125176		2295	2453.35735	chr16	-	79237412	79240636	predicted	3224
AB051441		2293	2451.21935	chr22	-	43513691	43521421	NRED	5147
BC035386		2292	2450.15034	chr11	+	79677890	79679747	predicted	1875
AK128141		2285	2442.66734	chr5	-	6767320	6770783	predicted	3464
uc001pec.2	TAF1D	2278	2435.18433	chr11	-	93463447	93469014	UCSC_kg	4358
NR_015356	AAA1	2274	2430.90833	chr7	-	34758475	34873943	RefSeq_NR	1409
AK093352		2272	2428.77032	chr18	-	33552113	33553879	predicted	1766
ENST00000505364	RP11-20I20.4	2271	2427.70132	chr4	+	1246778	1259951	Ensembl	2423
ENST00000380970	GS1-179L18.1	2269	2425.56332	chr7	-	53723201	53879624	Ensembl	3484
AK091007		2266	2422.35632	chr5	-	20468538	20470983	predicted	2446
BC033844		2265	2421.28732	chr1	-	27018623	27020622	predicted	2033
ENST00000502364	AC005187.1	2265	2421.28732	chr4	+	111212799	111214486	Ensembl	1687
BC028413		2264	2420.21832	chr1	-	2072522	2076715	predicted	4125
AK123333		2264	2420.21832	chr19	+	42041544	42043262	predicted	1721
AK097780		2263	2419.14931	chr18	+	53484397	53486990	predicted	2600
uc010xbm.1	C18orf16	2260	2415.94231	chr18	+	24445271	24770650	UCSC_kg	2164
AL049990		2259	2414.87331	chr4	-	121952575	121954272	NRED	1719
NR_028386	LOC375196	2258	2413.80431	chr2	-	39186430	39187485	RefSeq_NR	1068
BX641164		2256	2411.66631	chr13	+	33357011	33362315	predicted	5324
ENST00000446672	PARP4P2	2248	2403.1143	chr13	+	19923275	19982102	Ensembl	3275
AK023150		2248	2403.1143	chr2	+	109498646	109501931	predicted	3286
ENST00000419158	AC007359.6	2247	2402.0453	chrY	-	24247838	24293631	Ensembl	2939
BX648254		2246	2400.9763	chr16	+	83847971	83853342	predicted	5395
ENST00000501891	AC145123.1	2244	2398.8383	chr8	+	143739818	143747183	Ensembl	4232
uc003xew.2	BC034827	2243	2397.76929	chr8	-	26236780	26240469	UCSC_kg	3168
BC021205		2229	2382.80328	chr5	-	139945455	139948684	predicted	4616
ENST00000501116	AC091934.1	2226	2379.59628	chr5	+	176044363	176056691	Ensembl	5689
BC024156		2225	2378.52728	chr2	+	45165058	45167235	predicted	2195
uc001oxi.1	AK125821	2222	2375.32027	chr11	+	76092356	76125663	UCSC_kg	4228
BX648929		2221	2374.25127	chr14	+	57822163	57826127	predicted	3987
NR_024152	MFAP3	2219	2372.11327	chr5	+	153418518	153437014	RefSeq_NR	5346
uc001wqs.2	AK097779	2216	2368.90627	chr14	-	31345386	31359014	UCSC_kg	1989
uc010fsr.1	AK096649	2214	2366.76826	chr2	+	200323330	200325930	UCSC_kg	2600
AK126661		2213	2365.69926	chr16	+	23423691	23428001	predicted	4312
AF090886		2212	2364.63026	chr13	+	20260858	20262963	NRED	2337
uc002tte.2	BX648270	2200	2351.80225	chr2	+	132442469	132457434	UCSC_kg	4558
NR_026781	C6orf122	2198	2349.66425	chr6	-	170188885	170198921	RefSeq_NR	2418
ENST00000513478	AP005329.1	2195	2346.45725	chr18	+	3190394	3247275	Ensembl	1771
ENST00000500113	AP002520.1	2192	2343.25024	chr11	+	77850848	77854134	Ensembl	1789
AK125077		2191	2342.18124	chr5	+	175802968	175807380	predicted	3827
ENST00000450880	AP001634.5	2190	2341.11224	chr21	+	15379454	15387201	Ensembl	1275
NR_024563	LOC100130238	2188	2338.97424	chr12	+	132851976	132857486	RefSeq_NR	3895
uc001mwl.2	BC036209	2182	2332.56023	chr11	-	36084835	36099448	UCSC_kg	4130
NR_024549	DMTF1	2179	2329.35323	chr7	+	86781676	86825646	RefSeq_NR	4012
NR_026952	LOC729799	2177	2327.21523	chr11	+	43918852	43921422	RefSeq_NR	2586
AK055411		2176	2326.14623	chr18	+	75897216	75900887	predicted	2733
ENST00000501178	AC125611.1	2176	2326.14623	chr12	-	49686413	49718359	Ensembl	4166
ENST00000514134	RP11-217C7.1	2174	2324.00822	chr4	-	167309852	167447271	Ensembl	934
ENST00000448495	RP1-186E20.1	2171	2320.80122	chr10	-	10818185	10818624	Ensembl	439
NR_026918	PTPN3	2171	2320.80122	chr9	-	112137973	112180063	RefSeq_NR	5504
AK128272		2170	2319.73222	chr9	+	33452469	33455406	predicted	2937
ENST00000451776	AC002401.1	2166	2315.45622	chr17	+	48212950	48223541	Ensembl	468
uc002efk.1	SIAH1	2166	2315.45622	chr16	+	48389595	48396490	UCSC_kg	2129
AL049435		2165	2314.38721	chr12	+	66645708	66648392	NRED	2702
uc003itn.2	CR600749	2164	2313.31821	chr4	-	174845359	174912002	UCSC_kg	1822
ENST00000429404	RP11-561G1.2	2164	2313.31821	chr10	-	60896384	60897942	Ensembl	1558
ENST00000423805	CTD-2593A12.4	2163	2312.24921	chr5	+	180409217	180413252	Ensembl	4035
DQ218281		2159	2307.97321	chr7	-	26694390	26697338	predicted	2960
AK023800		2158	2306.90421	chr19	+	16468470	16472069	predicted	3594
NR_030767	ANKRD13D	2154	2302.6282	chr11	+	67056815	67069954	RefSeq_NR	2233
NR_027384	SLC13A2	2153	2301.5592	chr17	+	26800663	26824796	RefSeq_NR	2525
AK055529		2152	2300.4902	chr16	+	11034575	11036876	predicted	2148
NR_026974	C8orf77	2148	2296.2142	chr8	+	146228196	146231431	RefSeq_NR	3250
ENST00000505227	AC127164.1	2147	2295.1452	chr12	-	117415246	117425142	Ensembl	4196
NR_030672	KIAA1324L	2144	2291.93819	chr7	-	86506224	86669550	RefSeq_NR	6613
uc003iet.2	BC045668	2143	2290.86919	chr4	+	123540137	123610311	UCSC_kg	3748
ENST00000397254	RP6-218J18.2	2142	2289.80019	chrX	+	43888577	43890167	Ensembl	1590
AK123439		2141	2288.73119	chr4	+	144476645	144478642	predicted	1997
NR_027816	SDK1	2139	2286.59319	chr7	+	4169316	4308629	RefSeq_NR	3133
AK124809		2137	2284.45519	chr17	-	53029266	53032244	NRED	2977
ENST00000437639	OFD1P17	2137	2284.45519	chr5	+	37209465	37212483	Ensembl	3018
NR_001280	PCDHB17	2136	2283.38618	chr5	+	140535579	140537989	RefSeq_NR	2411
AK128171		2133	2280.17918	chr9	+	3716049	3719874	predicted	3825
uc001ass.1	AK125437	2133	2280.17918	chr1	+	11782186	11785914	UCSC_kg	3728
ENST00000503675	RP11-292D4.3	2131	2278.04118	chr4	+	147926643	147930297	Ensembl	3654
AK127918		2130	2276.97218	chr3	-	52251031	52253028	predicted	1997
HIT000068218		2128	2274.83418	chr6	+	153291679	153295122	HinvDB	2588
BX647670		2128	2274.83418	chr6	+	74019246	74024294	predicted	5068
NR_024108	PFKL	2121	2267.35117	chr21	+	45719924	45747260	RefSeq_NR	3401
uc003yrb.2	CR933665	2119	2265.21317	chr8	-	125474739	125486804	UCSC_kg	5639
AK127031		2118	2264.14417	chr4	+	99580054	99585702	predicted	5648
AF150735		2108	2253.45416	chr16	-	53241885	53260297	predicted	879
NR_024204	NCRNA00152	2108	2253.45416	chr2	+	87754973	87821028	RefSeq_NR	828
NR_026878	MGC12982	2105	2250.24715	chr1	-	47897807	47900313	RefSeq_NR	2527
uc003ism.1	AK125042	2101	2245.97115	chr4	-	170838911	170897053	UCSC_kg	4365
BC029603		2099	2243.83315	chr15	+	49102908	49104105	RNAdb	1213
ENST00000499503	AC132872.2	2098	2242.76415	chr17	+	80200542	80203317	Ensembl	2727
NR_027157	LOC100128191	2098	2242.76415	chr12	-	98906752	98910004	RefSeq_NR	3161
BC018424		2097	2241.69514	chr3	-	88185088	88188592	RNAdb	3519
ENST00000504545	AC138028.1	2096	2240.62614	chr16	+	88738212	88746008	Ensembl	4477
uc003fkz.2	DQ586546	2089	2233.14314	chr3	+	181722796	181726386	UCSC_kg	3590
ENST00000413631	RP11-365P13.2	2088	2232.07414	chr13	+	111589105	111592131	Ensembl	3026
NR_015376	NCRNA00200	2087	2231.00513	chr10	+	1205707	1210612	RefSeq_NR	2434
CR603803		2086	2229.93613	chr6	+	100015972	100016971	NRED	1000
uc001hip.1	CR605189	2086	2229.93613	chr1	+	211813036	211827923	UCSC_kg	1204
BC050316		2085	2228.86713	chr11	+	132934591	132938019	predicted	3444
NR_026692	CD209	2083	2226.72913	chr19	-	7804880	7812464	RefSeq_NR	4428
ENST00000513299	AC004945.1	2081	2224.59113	chr7	-	79085480	79096779	Ensembl	8459
AK097187		2080	2223.52213	chr6	+	3025024	3027659	predicted	2636
NR_001564	XIST	2080	2223.52213	chrX	-	73040494	73072588	RefSeq_NR	19271
NR_026738	EFCAB5	2076	2219.24612	chr17	+	28268622	28401641	RefSeq_NR	4040
uc002wfp.1	AK093519	2073	2216.03912	chr20	+	1611582	1629118	UCSC_kg	2808
uc001imr.1	AK055017	2073	2216.03912	chr10	+	13680942	13686169	UCSC_kg	5227
NR_027037	LOC401093	2066	2208.55611	chr3	-	151980412	151987415	RefSeq_NR	6658
ENST00000434240	RP11-486B10.4	2065	2207.48711	chr1	+	42007738	42009857	Ensembl	1926
ENST00000421714	AL110502.1	2055	2196.7971	chr1	+	41480261	41509559	Ensembl	4797
ENST00000506321	AC011370.1	2052	2193.5901	chr5	+	146939556	147041572	Ensembl	1920
ENST00000427824	RP3-467K16.4	2051	2192.5211	chr1	-	15729474	15735929	Ensembl	5178
uc001zlx.1	CR614561	2051	2192.5211	chr15	+	40780239	40850183	UCSC_kg	2242
AK095358		2045	2186.10709	chr13	+	52337975	52340928	predicted	2956
ENST00000295052	AC007364.1	2042	2182.90009	chr2	-	150624019	150715705	Ensembl	1832
AK095251		2041	2181.83109	chr7	-	922625	926184	predicted	3559
uc001qkx.1	AK093746	2040	2180.76209	chr12	-	2785166	2800284	UCSC_kg	2191
ENST00000447547	OR51P1P	2038	2178.62408	chr11	+	5036367	5037309	Ensembl	942
BC089427		2037	2177.55508	chr10	+	15253762	15258026	predicted	2900
BC043231		2032	2172.21008	chr5	+	1725272	1728285	predicted	3029
ENST00000440372	AL157359.4	2031	2171.14108	chr21	-	20290251	20308177	Ensembl	784
uc002nse.1	AK094793	2030	2170.07208	chr19	-	29777917	30016659	UCSC_kg	2582
AL832760		2029	2169.00308	chr6	+	170723226	170728412	predicted	5192
ENST00000512360	AC079193.2	2027	2166.86507	chr8	-	17028530	17034318	Ensembl	5182
uc003wpf.1	AK128400	2023	2162.58907	chr8	-	590407	594400	UCSC_kg	3993
ENST00000433101	AP000459.7	2022	2161.52007	chr21	+	24849959	24863043	Ensembl	861
uc002jvt.1	AK127460	2019	2158.31307	chr17	+	76492734	76499138	UCSC_kg	4597
AK125890		2015	2154.03706	chr21	-	47869249	47874074	predicted	4825
ENST00000505048	KRT18P42	2012	2150.83006	chr5	+	108924038	108925293	Ensembl	1255
ENST00000501503	AC144530.1	2010	2148.69206	chr3	-	197603465	197609382	Ensembl	5043
NR_026779	C14orf139	2009	2147.62305	chr14	-	95873605	95876427	RefSeq_NR	2840
NR_024523	LOC641367	2008	2146.55405	chr19	+	21933546	21936240	RefSeq_NR	2694
NR_003699	ZNF525	2003	2141.20905	chr19	+	53868967	53889834	RefSeq_NR	6105
AK024492		2003	2141.20905	chr10	+	77160756	77165061	NRED	4305
AK123396		2001	2139.07105	chr5	-	14661916	14664713	predicted	2797
NR_033183	MIB2	1998	2135.86404	chr1	+	1550794	1565990	RefSeq_NR	3133
AB007959		1997	2134.79504	chr1	+	116380466	116386538	predicted	6075
ENST00000426317	SLC9A3P1	1996	2133.72604	chr10	+	51910362	51912047	Ensembl	1685
ENST00000411753	AC099540.1	1994	2131.58804	chr3	+	31494323	31497386	Ensembl	2786
uc001qwb.1	BX647938	1994	2131.58804	chr12	+	9709909	9728864	UCSC_kg	7863
AK123196		1993	2130.51904	chr2	+	46896008	46897917	RNAdb	1909
AK000189		1992	2129.45004	chr3	-	36864654	36866649	predicted	2014
NR_033327	EFHC1	1991	2128.38104	chr6	+	52284993	52360581	RefSeq_NR	6853
ENST00000425192	AC073641.2	1989	2126.24303	chr2	-	224830417	224832423	Ensembl	429
BC042491		1986	2123.03603	chr17	-	12721313	12726569	predicted	5295
BC043442		1984	2120.89803	chr13	-	90712500	90771971	predicted	3916
ENST00000445194	RP5-854E16.2	1984	2120.89803	chr20	-	29873129	29874638	Ensembl	1508
BX648461		1983	2119.82903	chr6	-	46721802	46741699	RNAdb	4824
AK055262		1979	2115.55302	chr2	-	202140470	202145950	predicted	2443
ENST00000356133	RP11-208N14.4	1979	2115.55302	chr3	-	186914877	186925417	Ensembl	2674
uc001lsz.2	MUC5AC	1978	2114.48402	chr11	+	1213089	1222362	UCSC_kg	3680
NR_027140	TNFRSF10B	1976	2112.34602	chr8	-	22877647	22926700	RefSeq_NR	3961
AK056566		1976	2112.34602	chr7	+	43993137	43995729	NRED	2593
uc001opt.1	AK125463	1976	2112.34602	chr11	-	70219515	70244568	UCSC_kg	2576
ENST00000509804	AC010327.1	1975	2111.27702	chr19	+	55670306	55688908	Ensembl	1643
AK055470		1975	2111.27702	chr11	-	134205135	134208984	predicted	3849
uc002pyw.1	AK097759	1975	2111.27702	chr19	-	52803945	52848482	UCSC_kg	1905
uc002wvf.2	BC052952	1974	2110.20802	chr20	+	25936452	25949923	UCSC_kg	4598
AL390159		1973	2109.13902	chr18	+	77338062	77349010	predicted	4158
NR_024040	CSGALNACT1	1972	2108.07002	chr8	-	19261672	19540261	RefSeq_NR	3968
ENST00000447860	RP11-127O4.3	1971	2107.00102	chr10	-	106234696	106240032	Ensembl	1013
uc001drx.1	AK094607	1970	2105.93201	chr1	-	98453555	98515161	UCSC_kg	2381
NR_027850	MTX2	1968	2103.79401	chr2	+	177134122	177202751	RefSeq_NR	1603
uc001nkt.1	AK096335	1965	2100.58701	chr11	+	57405848	57420263	UCSC_kg	2790
AK096925		1965	2100.58701	chr11	-	111409852	111412452	predicted	2600
NR_026984	LOC90784	1959	2094.173	chr2	-	86247338	86250991	RefSeq_NR	3653
ENST00000449714	AC144449.1	1959	2094.173	chr2	+	150443709	150704747	Ensembl	1022
ENST00000504050	RP11-125O18.1	1956	2090.966	chr4	-	128018252	128391707	Ensembl	645
AK125870		1950	2084.55199	chr2	-	127639034	127644031	predicted	4989
BC042081		1949	2083.48299	chr3	+	110607662	110640510	predicted	1554
ENST00000416046	CTD-2201G3.1	1948	2082.41399	chr5	+	112658724	112772038	Ensembl	3361
NR_024498	LOC646471	1945	2079.20699	chr1	-	26146444	26150097	RefSeq_NR	3653
BX537873		1943	2077.06899	chr15	+	40604815	40608826	predicted	4040
AK125805		1943	2077.06899	chr19	-	57370103	57376231	predicted	6136
HIT000028608		1941	2074.93099	chr17	-	78174457	78178870	HinvDB	4412
ENST00000507040	AC100791.3	1939	2072.79298	chr17	-	77889983	77900524	Ensembl	5111
NR_027918	CCDC62	1939	2072.79298	chr12	+	123259072	123311925	RefSeq_NR	2479
NR_024418	LOC389332	1938	2071.72398	chr5	-	135527156	135528851	RefSeq_NR	1722
NR_003288	LOC729603	1936	2069.58598	chr6	+	160514113	160517244	RefSeq_NR	3131
AK128448		1934	2067.44798	chr6	+	37535491	37539236	predicted	3745
ENST00000509932	RP11-707A18.1	1933	2066.37898	chr4	-	65779998	65870218	Ensembl	4079
AK026401		1928	2061.03397	chr7	-	38276162	38279124	predicted	2976
ENST00000446249	RP11-439A17.4	1928	2061.03397	chr1	-	120876262	120905153	Ensembl	664
NR_003674	KGFLP1	1927	2059.96497	chr9	+	46687565	46748385	RefSeq_NR	3612
NR_026782	C1orf175	1925	2057.82697	chr1	+	55107426	55175939	RefSeq_NR	4404
ENST00000511991	RP11-159F24.2	1925	2057.82697	chr5	+	43336265	43348818	Ensembl	432
ENST00000426475	AC007405.6	1925	2057.82697	chr2	+	171627622	171634658	Ensembl	660
ENST00000457843	RP11-430M15.1	1923	2055.68897	chr13	+	101360578	101711638	Ensembl	2846
BC033248		1922	2054.61997	chr4	-	146678800	146681729	NRED	2945
AK123791		1922	2054.61997	chrX	-	13669113	13671558	predicted	2447
AK095409		1921	2053.55096	chr14	-	23064714	23067855	predicted	2672
BC037263		1918	2050.34396	chr18	+	9577103	9614511	predicted	1015
ENST00000500076	AC010198.2	1917	2049.27496	chr12	+	30908007	30933672	Ensembl	1551
NR_026713	FAM182A	1916	2048.20596	chr20	+	26035249	26067552	RefSeq_NR	5111
ENST00000443599	RP4-773A18.2	1915	2047.13696	chr1	-	112190915	112192166	Ensembl	1251
AK055282		1914	2046.06796	chr12	+	121865530	121868422	predicted	2892
uc003fwf.1	AF088041	1909	2040.72295	chr3	-	195961239	195964785	UCSC_kg	3546
ENST00000508944	AC005609.1	1907	2038.58495	chr5	-	140165143	140175769	Ensembl	2050
ENST00000447372	RP5-983L19.2	1905	2036.44695	chr22	-	50111700	50118154	Ensembl	3775
HIT000043100		1903	2034.30895	chr11	-	133993528	133995882	HinvDB	2355
AK127684		1903	2034.30895	chr19	+	7542679	7544988	predicted	2309
AB007975		1901	2032.17094	chr1	+	162134781	162140730	NRED	5951
ENST00000513446	AL031781.1	1898	2028.96394	chr6	-	163928264	163932378	Ensembl	3571
AK094229		1897	2027.89494	chr19	+	16683434	16686151	RNAdb	2715
AK097999		1895	2025.75694	chr19	+	3607244	3613928	predicted	1914
NR_026909	STK16	1892	2022.54994	chr2	+	220110200	220115059	RefSeq_NR	3118
BC042463		1892	2022.54994	chr21	+	35794432	35797650	RNAdb	3288
ENST00000452097	AC012314.8	1892	2022.54994	chr19	-	54622890	54628722	Ensembl	4158
ENST00000399716	RP11-403F21.3	1891	2021.48093	chr9	+	38478470	38479347	Ensembl	873
CR933609		1890	2020.41193	chr2	-	206858445	206867214	RNAdb	8811
uc003hto.2	CR610949	1888	2018.27393	chr4	-	96083660	96088750	UCSC_kg	5090
NR_028334	FLJ40504	1887	2017.20493	chr17	-	26603011	26634408	RefSeq_NR	1950
AK127847		1887	2017.20493	chr11	-	129103672	129153059	predicted	3616
NR_024114	ZNF620	1886	2016.13593	chr3	+	40547529	40559197	RefSeq_NR	2047
BC037211		1886	2016.13593	chr12	-	103203060	103218177	NRED	3736
NR_024618	LOC100129550	1885	2015.06693	chr3	+	122605359	122611262	RefSeq_NR	5904
uc003mth.1	AX747750	1885	2015.06693	chr6	-	709104	711405	UCSC_kg	2301
BC039344		1884	2013.99793	chr3	-	186499569	186501968	RNAdb	2415
NR_004858	POFUT2	1882	2011.85992	chr21	-	46683843	46707811	RefSeq_NR	3084
ENST00000437426	AP001627.1	1882	2011.85992	chr21	-	44153703	44161868	Ensembl	1754
ENST00000505724	AC002457.1	1882	2011.85992	chr7	+	87075329	87214789	Ensembl	6806
ENST00000512753	AC005609.2	1881	2010.79092	chr5	-	140179681	140249953	Ensembl	3021
AF209975		1881	2010.79092	chr8	+	108263607	108296989	predicted	2222
ENST00000437798	AC079779.7	1879	2008.65292	chr2	+	197568	202605	Ensembl	4775
ENST00000510498	AC005754.1	1876	2005.44592	chr5	-	140474237	140476962	Ensembl	1916
AK124933		1876	2005.44592	chr15	+	26147506	26298267	predicted	1967
BC062796		1875	2004.37692	chr1	-	156163285	156164436	predicted	1183
ENST00000476021	RP11-447J13.3	1874	2003.30792	chr3	-	86041332	86077157	Ensembl	2656
ENST00000395483	RP11-510I6.2	1873	2002.23892	chr5	+	120951941	120952506	Ensembl	561
NR_027049	ZNF788	1873	2002.23892	chr19	+	12203077	12225491	RefSeq_NR	3782
ENST00000504798	RP11-475J5.2	1873	2002.23892	chr5	-	99384683	99390171	Ensembl	2409
HIT000264322		1872	2001.16991	chr17	+	21729873	21731795	HinvDB	1222
AK022161		1871	2000.10091	chr4	+	86985050	86987905	predicted	2713
NR_023382	ZNF815	1870	1999.03191	chr7	+	5862790	5894066	RefSeq_NR	2821
AK095707		1867	1995.82491	chr16	+	81421429	81424413	predicted	2984
NR_027318	LOC148145	1867	1995.82491	chr19	+	29456039	29460055	RefSeq_NR	3442
BC035730		1867	1995.82491	chr9	-	138645596	138678245	predicted	4065
ENST00000453951	AC104135.4	1866	1994.75591	chr2	+	75167384	75169797	Ensembl	1266
AK097963		1866	1994.75591	chr7	+	138602288	138604570	predicted	2282
AK001792		1865	1993.68691	chr2	+	38648334	38649705	predicted	2081
ENST00000466836	RP11-255N4.2	1865	1993.68691	chr3	+	149374838	149375593	Ensembl	468
AK094268		1865	1993.68691	chr5	-	87434930	87437139	predicted	2211
NR_027121	SHROOM4	1864	1992.61791	chrX	-	50334642	50557044	RefSeq_NR	6018
ENST00000500468	AC084381.1	1863	1991.54891	chr7	-	90893678	90898027	Ensembl	2741
ENST00000513126	AC007619.1	1861	1989.4109	chr12	+	12628830	12630834	Ensembl	1917
ENST00000412845	NEFHL	1859	1987.2729	chr1	-	117282602	117285231	Ensembl	2629
ENST00000433569	RP11-477B16.4	1858	1986.2039	chr13	-	95351947	95355116	Ensembl	1844
NR_023938	C14orf132	1857	1985.1349	chr14	+	96505661	96560133	RefSeq_NR	7504
uc003qqi.1	AK022993	1856	1984.0659	chr6	-	155574273	155577858	UCSC_kg	3087
CR936739		1855	1982.9969	chr1	-	3223199	3228206	predicted	5020
AK126984		1851	1978.72089	chr19	+	41334892	41338445	predicted	3553
AL833484		1851	1978.72089	chr5	-	159203780	159298391	predicted	5634
ENST00000513397	AC113146.1	1851	1978.72089	chr15	-	39480665	39486510	Ensembl	1934
ENST00000413990	RP11-404O13.2	1842	1969.09988	chr1	-	158145639	158147545	Ensembl	1906
AK126671		1841	1968.03088	chr10	-	75529021	75532620	predicted	3599
AK097544		1839	1965.89288	chr18	+	268147	270278	predicted	2127
ENST00000509878	RP11-792D21.1	1839	1965.89288	chr4	-	79570107	79570396	Ensembl	289
BC007937		1837	1963.75488	chr19	-	10217025	10221970	NRED	3399
uc003gie.1	AK056081	1837	1963.75488	chr4	+	4763531	4789101	UCSC_kg	2341
ENST00000425939	RP4-705D16.3	1836	1962.68588	chr20	-	16695488	16711593	Ensembl	1101
uc001pjf.3	AK001875	1836	1962.68588	chr11	-	106544751	106549126	UCSC_kg	4375
ENST00000504372	CTD-2331H7.2	1835	1961.61688	chr5	-	54847712	54848382	Ensembl	670
AK130921		1833	1959.47887	chr3	+	97592659	97593937	predicted	2023
AK025041		1832	1958.40987	chr5	-	176743808	176758591	NRED	2532
AK128277		1831	1957.34087	chrX	+	54590646	54593720	NRED	3069
uc001hql.1	CABC1	1831	1957.34087	chr1	+	227084588	227091365	UCSC_kg	2831
ENST00000499579	AC079061.3	1830	1956.27187	chr8	+	110656343	110660313	Ensembl	3075
ENST00000499517	AC104597.2	1825	1950.92687	chr7	-	142493794	142497628	Ensembl	2944
NR_033289	GK5	1824	1949.85787	chr3	-	141876368	141944449	RefSeq_NR	10938
AK023079		1823	1948.78886	chr1	+	63197827	63200532	predicted	2702
ENST00000503154	BX842679.1	1823	1948.78886	chr1	+	147628426	147630473	Ensembl	1664
BC039507		1820	1945.58186	chr18	+	72076682	72080441	predicted	1715
uc002uib.2	BC040565	1817	1942.37486	chr2	-	174062442	174146581	UCSC_kg	2352
AK092875		1816	1941.30586	chr17	+	36858704	36860997	predicted	2294
BX648196		1811	1935.96085	chr1	+	43934634	43939540	predicted	4924
NR_031766	TESC	1810	1934.89185	chr12	-	117476729	117537251	RefSeq_NR	1039
BX538340		1809	1933.82285	chr2	+	9246721	9249987	predicted	3287
NR_027449	TBC1D15	1807	1931.68485	chr12	+	72233486	72320627	RefSeq_NR	5549
ENST00000359909	AC108215.1	1806	1930.61585	chr4	+	57488954	57492377	Ensembl	3323
CR936696		1806	1930.61585	chr2	+	102760213	102768964	predicted	8765
BX647372		1805	1929.54685	chr9	+	114436414	114443712	predicted	7315
uc001qiy.2	BC039168	1805	1929.54685	chr12	-	1084463	1099219	UCSC_kg	2054
NR_026846	LOC285074	1805	1929.54685	chr2	-	87257798	87303536	RefSeq_NR	2225
uc010ree.1	WT1	1805	1929.54685	chr11	+	32457584	32468261	UCSC_kg	3110
NR_027131	CXorf42	1802	1926.33984	chrX	-	119370310	119379122	RefSeq_NR	2434
ENST00000517003	AL391724.1	1801	1925.27084	chr13	-	40981258	40981577	Ensembl	319
AK091263		1801	1925.27084	chr6	-	150244785	150247459	predicted	2673
BC111479		1800	1924.20184	chr9	+	37036336	37038863	predicted	2552
AK130785		1799	1923.13284	chr20	+	30396171	30398029	predicted	1859
AK123526		1799	1923.13284	chr16	-	89661079	89663203	predicted	2124
uc004ard.1	AK128703	1797	1920.99484	chr9	-	93825575	93837414	UCSC_kg	5249
ENST00000507190	RP11-124A7.2	1797	1920.99484	chr4	-	41222090	41258744	Ensembl	592
